CHANGE,CODE,CONFIG,Digits,FILE,HELP,HTMLVER,"HTML_FILE",Image,ImageName,NEXTPAGE,Page,QALIAS,QNikto,Qname,"_raw","_time",action,app,az,basehref,branch,bytes,c,calbirthdays,"cart_id",cartid,cartname,category,classification,clientip,comma,command,cookie,cvsroot,date,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",day,desc,"dest_ip","dest_port",dn,etype,eventtype,file,filename,folder,foot,forum,"generator_id",head,host,hours,ident,index,key,linecount,method,module,name,next,other,pa,page,param1,passurl,person,priority,proto,protocol,punct,query,referer,"referer_domain","req_time",root,sd,setup,severity,signature,"signature_rev",sortby,source,sourcetype,"splunk_server","splunk_server_group","src_ip","src_port",status,tag,"tag::eventtype",template,timeendpos,timestartpos,uri,"uri_domain","uri_path","uri_query",user,useragent,version,view,who
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:23:54 -0700] ""GET /cgi-bin/.nsconfig HTTP/1.1"" 404 314 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003307)""","2014-05-08T15:23:54.000-0700",,,,,,314,,,,,,,,"24.84.224.154",,,,,,15,8,23,may,54,thursday,2014,"-420",,,,,,,,".nsconfig",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/._/.""___""-""_""/._(/..)_(:)_(",,"-",,"08/May/2014:15:23:54 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/.nsconfig",,"/cgi-bin/.nsconfig",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003307)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:23:54 -0700] ""GET /cgi-bin/namazu.cgi HTTP/1.1"" 404 315 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003304)""","2014-05-08T15:23:54.000-0700",,,,,,315,,,,,,,,"24.84.224.154",,,,,,15,8,23,may,54,thursday,2014,"-420",,,,,,,,"namazu.cgi",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/._/.""___""-""_""/._(/..)_(:)_(",,"-",,"08/May/2014:15:23:54 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/namazu.cgi",,"/cgi-bin/namazu.cgi",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003304)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:23:54 -0700] ""GET /cgi-bin/..%255c..%255c..%255cwinnt/system32/cmd.exe?/c+dir HTTP/1.1"" 404 342 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003295)""","2014-05-08T15:23:54.000-0700",,,,,,342,,,,,,,,"24.84.224.154",,,,,,15,8,23,may,54,thursday,2014,"-420",,,,,,,,"cmd.exe",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/..%..%..%//.?/+_/.""___""-""_""",,"-",,"08/May/2014:15:23:54 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/..%255c..%255c..%255cwinnt/system32/cmd.exe?/c+dir",,"/cgi-bin/..%255c..%255c..%255cwinnt/system32/cmd.exe","/c+dir","-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003295)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:23:54 -0700] ""GET /cgi-bin/a1stats/a1disp4.cgi?../../../../../../../etc/passwd HTTP/1.1"" 404 324 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003293)""","2014-05-08T15:23:54.000-0700",,,,,,324,,,,,,,,"24.84.224.154",,,,,,15,8,23,may,54,thursday,2014,"-420",,,,,,,,"a1disp4.cgi",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-//.?../../../../../../..//_/",,"-",,"08/May/2014:15:23:54 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/a1stats/a1disp4.cgi?../../../../../../../etc/passwd",,"/cgi-bin/a1stats/a1disp4.cgi","../../../../../../../etc/passwd","-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003293)","HTTP/1.1",,
,,,,,,,,,,,,,,,"[Thu May 08 15:23:54 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/.nsconfig","2014-05-08T15:23:54.000-0700",,,,,,,,,,,,,,,,,,,,15,8,23,may,54,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:23:54 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/namazu.cgi","2014-05-08T15:23:54.000-0700",,,,,,,,,,,,,,,,,,,,15,8,23,may,54,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:23:54 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/..%5c..%5c..%5cwinnt","2014-05-08T15:23:54.000-0700",,,,,,,,,,,,,,,,,,,,15,8,23,may,54,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/..%..%..%",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:23:54 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/a1stats","2014-05-08T15:23:54.000-0700",,,,,,,,,,,,,,,,,,,,15,8,23,may,54,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:23:53 -0700] ""GET /cgi-bin/a1stats/a1disp3.cgi?../../../../../../../etc/passwd HTTP/1.1"" 404 324 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003292)""","2014-05-08T15:23:53.000-0700",,,,,,324,,,,,,,,"24.84.224.154",,,,,,15,8,23,may,53,thursday,2014,"-420",,,,,,,,"a1disp3.cgi",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-//.?../../../../../../..//_/",,"-",,"08/May/2014:15:23:53 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/a1stats/a1disp3.cgi?../../../../../../../etc/passwd",,"/cgi-bin/a1stats/a1disp3.cgi","../../../../../../../etc/passwd","-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003292)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:23:53 -0700] ""GET /cgi-bin/a1stats/a1disp3.cgi?../../../../../../../../../../etc/passwd HTTP/1.1"" 404 324 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003291)""","2014-05-08T15:23:53.000-0700",,,,,,324,,,,,,,,"24.84.224.154",,,,,,15,8,23,may,53,thursday,2014,"-420",,,,,,,,"a1disp3.cgi",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-//.?../../../../../../../../",,"-",,"08/May/2014:15:23:53 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/a1stats/a1disp3.cgi?../../../../../../../../../../etc/passwd",,"/cgi-bin/a1stats/a1disp3.cgi","../../../../../../../../../../etc/passwd","-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003291)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:23:53 -0700] ""GET /cgi-bin/a1disp3.cgi?../../../../../../../../../../etc/passwd HTTP/1.1"" 404 316 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003290)""","2014-05-08T15:23:53.000-0700",,,,,,316,,,,,,,,"24.84.224.154",,,,,,15,8,23,may,53,thursday,2014,"-420",,,,,,,,"a1disp3.cgi",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/.?../../../../../../../../.",,"-",,"08/May/2014:15:23:53 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/a1disp3.cgi?../../../../../../../../../../etc/passwd",,"/cgi-bin/a1disp3.cgi","../../../../../../../../../../etc/passwd","-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003290)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:23:53 -0700] ""GET /cgi-bin/showcheckins.cgi?person=<script>alert('Vulnerable')</script> HTTP/1.1"" 404 321 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003287)""","2014-05-08T15:23:53.000-0700",,,,,,321,,,,,,,,"24.84.224.154",,,,,,15,8,23,may,53,thursday,2014,"-420",,,,,,,,"showcheckins.cgi",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,"<script>",,,,"..._-_-_[//:::_-]_""_/-/.?=<>('')</>_/.""___""-""_""/._",,"-",,"08/May/2014:15:23:53 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/showcheckins.cgi?person=<script>alert('Vulnerable')</script>",,"/cgi-bin/showcheckins.cgi","person=<script>alert('Vulnerable')</script>","-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003287)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:23:53 -0700] ""GET /cgi-bin/cvsblame.cgi?file=<script>alert('Vulnerable')</script> HTTP/1.1"" 404 317 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003285)""","2014-05-08T15:23:53.000-0700",,,,,,317,,,,,,,,"24.84.224.154",,,,,,15,8,23,may,53,thursday,2014,"-420",,,,,,,,"cvsblame.cgi",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/.?=<>('')</>_/.""___""-""_""/._",,"-",,"08/May/2014:15:23:53 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/cvsblame.cgi?file=<script>alert('Vulnerable')</script>",,"/cgi-bin/cvsblame.cgi","file=<script>alert('Vulnerable')</script>","-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003285)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:23:53 -0700] ""GET /cgi-bin/cvslog.cgi?file=<script>alert('Vulnerable')</script> HTTP/1.1"" 404 315 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003283)""","2014-05-08T15:23:53.000-0700",,,,,,315,,,,,,,,"24.84.224.154",,,,,,15,8,23,may,53,thursday,2014,"-420",,,,,,,,"cvslog.cgi",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/.?=<>('')</>_/.""___""-""_""/._",,"-",,"08/May/2014:15:23:53 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/cvslog.cgi?file=<script>alert('Vulnerable')</script>",,"/cgi-bin/cvslog.cgi","file=<script>alert('Vulnerable')</script>","-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003283)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:23:53 -0700] ""GET /cgi-bin/cvslog.cgi?file=*&rev=&root=<script>alert('Vulnerable')</script> HTTP/1.1"" 404 315 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003282)""","2014-05-08T15:23:53.000-0700",,,,,,315,,,,,,,,"24.84.224.154",,,,,,15,8,23,may,53,thursday,2014,"-420",,,,,,,,"cvslog.cgi",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/.?=*&=&=<>('')</>_/.""___""-""",,"-",,"08/May/2014:15:23:53 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/cvslog.cgi?file=*&rev=&root=<script>alert('Vulnerable')</script>",,"/cgi-bin/cvslog.cgi","file=*&rev=&root=<script>alert('Vulnerable')</script>","-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003282)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:23:53 -0700] ""GET /cgi-bin/cvsquery.cgi?module=<script>alert('Vulnerable')</script>&branch=&dir=&file=&who=<script>alert(document.domain)</script>&sortby=Date&hours=2&date=week HTTP/1.1"" 404 317 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003279)""","2014-05-08T15:23:53.000-0700",,,,,,317,,,,,,,,"24.84.224.154",,,,,week,15,8,23,may,53,thursday,2014,"-420",,,,,,,,"cvsquery.cgi",,,,,,,Network1HP,2,"-",main,,1,GET,"<script>",,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/.?=<>('')</>&=&=&=&=<>(.)</",,"-",,"08/May/2014:15:23:53 -0700","cgi-bin",,,,,,Date,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/cvsquery.cgi?module=<script>alert('Vulnerable')</script>&branch=&dir=&file=&who=<script>alert(document.domain)</script>&sortby=Date&hours=2&date=week",,"/cgi-bin/cvsquery.cgi","module=<script>alert('Vulnerable')</script>&branch=&dir=&file=&who=<script>alert(document.domain)</script>&sortby=Date&hours=2&date=week","-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003279)","HTTP/1.1",,"<script>"
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:23:53 -0700] ""GET /cgi-bin/cvsquery.cgi?branch=<script>alert('Vulnerable')</script>&file=<script>alert(document.domain)</script>&date=<script>alert(document.domain)</script> HTTP/1.1"" 404 317 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003278)""","2014-05-08T15:23:53.000-0700",,,,,"<script>",317,,,,,,,,"24.84.224.154",,,,,"<script>",15,8,23,may,53,thursday,2014,"-420",,,,,,,,"cvsquery.cgi",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/.?=<>('')</>&=<>(.)</>&=<>(",,"-",,"08/May/2014:15:23:53 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/cvsquery.cgi?branch=<script>alert('Vulnerable')</script>&file=<script>alert(document.domain)</script>&date=<script>alert(document.domain)</script>",,"/cgi-bin/cvsquery.cgi","branch=<script>alert('Vulnerable')</script>&file=<script>alert(document.domain)</script>&date=<script>alert(document.domain)</script>","-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003278)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:23:53 -0700] ""GET /cgi-bin/cvsqueryform.cgi?cvsroot=/cvsroot&module=<script>alert('Vulnerable')</script>&branch=HEAD HTTP/1.1"" 404 321 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003275)""","2014-05-08T15:23:53.000-0700",,,,,HEAD,321,,,,,,,,"24.84.224.154",,,,"/cvsroot",,15,8,23,may,53,thursday,2014,"-420",,,,,,,,"cvsqueryform.cgi",,,,,,,Network1HP,,"-",main,,1,GET,"<script>",,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/.?=/&=<>('')</>&=_/.""___""-""",,"-",,"08/May/2014:15:23:53 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/cvsqueryform.cgi?cvsroot=/cvsroot&module=<script>alert('Vulnerable')</script>&branch=HEAD",,"/cgi-bin/cvsqueryform.cgi","cvsroot=/cvsroot&module=<script>alert('Vulnerable')</script>&branch=HEAD","-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003275)","HTTP/1.1",,
,,,,,,,,,,,,,,,"[Thu May 08 15:23:53 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/a1stats","2014-05-08T15:23:53.000-0700",,,,,,,,,,,,,,,,,,,,15,8,23,may,53,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:23:53 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/a1stats","2014-05-08T15:23:53.000-0700",,,,,,,,,,,,,,,,,,,,15,8,23,may,53,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:23:53 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/a1disp3.cgi","2014-05-08T15:23:53.000-0700",,,,,,,,,,,,,,,,,,,,15,8,23,may,53,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:23:53 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/showcheckins.cgi","2014-05-08T15:23:53.000-0700",,,,,,,,,,,,,,,,,,,,15,8,23,may,53,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:23:53 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/cvsblame.cgi","2014-05-08T15:23:53.000-0700",,,,,,,,,,,,,,,,,,,,15,8,23,may,53,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:23:53 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/cvslog.cgi","2014-05-08T15:23:53.000-0700",,,,,,,,,,,,,,,,,,,,15,8,23,may,53,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:23:53 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/cvslog.cgi","2014-05-08T15:23:53.000-0700",,,,,,,,,,,,,,,,,,,,15,8,23,may,53,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:23:53 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/cvsquery.cgi","2014-05-08T15:23:53.000-0700",,,,,,,,,,,,,,,,,,,,15,8,23,may,53,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:23:53 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/cvsquery.cgi","2014-05-08T15:23:53.000-0700",,,,,,,,,,,,,,,,,,,,15,8,23,may,53,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:23:53 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/cvsqueryform.cgi","2014-05-08T15:23:53.000-0700",,,,,,,,,,,,,,,,,,,,15,8,23,may,53,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:23:52 -0700] ""GET /cgi-bin/ustorekeeper.pl?command=goto&file=../../../../../../../../../../etc/passwd HTTP/1.1"" 404 320 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003269)""","2014-05-08T15:23:52.000-0700",,,,,,320,,,,,,,,"24.84.224.154",,goto,,,,15,8,23,may,52,thursday,2014,"-420",,,,,,,,"ustorekeeper.pl",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/.?=&=../../../../../../../.",,"-",,"08/May/2014:15:23:52 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/ustorekeeper.pl?command=goto&file=../../../../../../../../../../etc/passwd",,"/cgi-bin/ustorekeeper.pl","command=goto&file=../../../../../../../../../../etc/passwd","-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003269)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:23:52 -0700] ""GET /cgi-bin/ustorekeeper.pl?command=goto&file=../../../../../../../../../../etc/passwd HTTP/1.1"" 404 320 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003268)""","2014-05-08T15:23:52.000-0700",,,,,,320,,,,,,,,"24.84.224.154",,goto,,,,15,8,23,may,52,thursday,2014,"-420",,,,,,,,"ustorekeeper.pl",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/.?=&=../../../../../../../.",,"-",,"08/May/2014:15:23:52 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/ustorekeeper.pl?command=goto&file=../../../../../../../../../../etc/passwd",,"/cgi-bin/ustorekeeper.pl","command=goto&file=../../../../../../../../../../etc/passwd","-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003268)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:23:52 -0700] ""GET /cgi-bin/bb_smilies.php?user=MToxOjE6MToxOjE6MToxOjE6Li4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZAAK HTTP/1.1"" 404 319 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003264)""","2014-05-08T15:23:52.000-0700",,,,,,319,,,,,,,,"24.84.224.154",,,,,,15,8,23,may,52,thursday,2014,"-420",,,,,,,,"bb_smilies.php",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/.?=_/.""___""-""_""/._(/..)_(:)",,"-",,"08/May/2014:15:23:52 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/bb_smilies.php?user=MToxOjE6MToxOjE6MToxOjE6Li4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZAAK",,"/cgi-bin/bb_smilies.php","user=MToxOjE6MToxOjE6MToxOjE6Li4vLi4vLi4vLi4vLi4vZXRjL3Bhc3N3ZAAK","-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:003264)","HTTP/1.1",,
,,,,,,,,,,,,,,,"[Thu May 08 15:23:52 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/ustorekeeper.pl","2014-05-08T15:23:52.000-0700",,,,,,,,,,,,,,,,,,,,15,8,23,may,52,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
